config_name,stage,params,flops,mem_elements,dice,dice_LAD,dice_RCA,dice_LCX,dice_LM,macs_ratio,params_ratio,mem_ratio,dice_ratio,n_metrics_used,score_is_partial,score
nnUNetTrainerENet_2_special_ops_prelu,2_special_ops,25553.0,700186624.0,90240.0,0.7742653195575352,0.6748009659363035,0.8739201631501379,0.7764569038970445,0.771883245246655,1.0177176605067633,1.0395427362597127,1.0,1.036377843292023,4,False,0.5052206383686133
nnUNetTrainerENet_9_3_dense_dilation_reg_trailing,9_dsc_projected_dense_dilation,22538.0,484179968.0,143360.0,0.7774665036140986,0.6828815984154142,0.882479019545822,0.7719529194413794,0.7725524770537788,0.7037530958277767,0.9168870265652334,1.5886524822695036,1.0406627261929102,4,False,0.5421574696174007
nnUNetTrainerENet_4_5_double_projections,4_arch_probes,28667.0,739966976.0,86016.0,0.7502940298210764,0.6711192555653406,0.8549528230476657,0.7231586131726011,0.7519454274986982,1.0755381977519527,1.1662259468695333,0.9531914893617022,1.004291537822218,4,False,0.5476660240402427
nnUNetTrainerENet_2_special_ops_maxunpool,2_special_ops,24581.0,687996928.0,90240.0,0.5929471231064651,0.5331788363974933,0.5047254317430035,0.6033333333333334,0.7305508909520304,1.0,1.0,1.0,0.7936778841940932,4,False,0.5515805289514767
nnUNetTrainerENet_13_separable_dense_nonneg_block_leaky_frozen,experiment_13_leaky_frozen,21445.0,591527936.0,141184.0,0.8007304973388989,0.6882399086078947,0.9014420747723164,0.8163887111542705,0.796851294821114,0.8597828157744333,0.8724217891867703,1.5645390070921985,1.0718022942890841,4,False,0.5562353294410795
nnUNetTrainerENet_13_separable_dense_nonneg_block_warmstart,13_separable_dense_nonneg_block_warmstart,21468.0,591527936.0,141184.0,0.8007463304213038,0.6882333974289467,0.9014443999637936,0.8163839000411209,0.796923624251354,0.8597828157744333,0.8733574712176071,1.5645390070921985,1.0718234873547956,4,False,0.5564639516823608
nnUNetTrainerENet_17_separable_dense_nonneg_block_coldstart,17_separable_dense_nonneg_block_coldstart,21468.0,591527936.0,141184.0,0.782375211461922,0.6744517348780507,0.8789658862631509,0.7943092779490913,0.7817739467573949,0.8597828157744333,0.8733574712176071,1.5645390070921985,1.047233181983937,4,False,0.5626115280250756
nnUNetTrainerENet_12_separable_dense_relu,12_separable_dense_relu,21445.0,591527936.0,141184.0,0.7729443661748414,0.6645171833248311,0.9002920635754822,0.7655029587946275,0.7614652590044249,0.8597828157744333,0.8724217891867703,1.5645390070921985,1.0346097067330617,4,False,0.565533476330085
nnUNetTrainerENetQuant_13_leaky_frozen_ptq_int8,experiment_s13leaky_ptq_int8,21764.0,606863360.0,141184.0,0.7924326715306131,0.6878689160334864,0.8921655253248535,0.8112715694527961,0.7784246753113166,0.8820727757668128,0.8853992921362027,1.5645390070921985,1.0606954003110374,4,False,0.5678289186710441
nnUNetTrainerENet_5_6_separable_dense_dilation,5_arch_probe_pairs,22513.0,606863360.0,141184.0,0.7985300438202492,0.6918099527469216,0.9100216209125838,0.8018927745793276,0.790395827042164,0.8820727757668128,0.9158699808795411,1.5645390070921985,1.0688569198621036,4,False,0.5734062109691122
nnUNetTrainerENet_9_2_dense_dilation_dsc_projected_extra_depth,9_dsc_projected_dense_dilation,22362.0,447741952.0,167936.0,0.7768303644925629,0.6561880569988485,0.8642879531366902,0.8022371200000723,0.7846083278346409,0.6507906267860545,0.9097270249379602,1.8609929078014185,1.0398112344959973,4,False,0.5954248312573589
nnUNetTrainerENet_5_8_shallow_wide_merge_pairs,5_arch_probe_pairs,20145.0,413401088.0,181248.0,0.7767404257316088,0.6852451396253387,0.881092833743352,0.7711104460291405,0.7695132835286042,0.6008763574014098,0.8195354135307757,2.008510638297872,1.0396908487099477,4,False,0.5973078901300275
nnUNetTrainerENet_4_4_1_shallow_dilation,4_arch_probes,25201.0,686555136.0,132096.0,0.7507081354451282,0.6389318145724572,0.8638670499821912,0.7396373281267415,0.7603963490991226,0.9979043627357592,1.0252227330051666,1.4638297872340424,1.0048458308826318,4,False,0.6205277630230841
nnUNetTrainerENet_4_8_dense_dilation,4_arch_probes,25201.0,686555136.0,139264.0,0.795974901587573,0.7003199821144122,0.916271608544286,0.7902396411394783,0.7770683745521153,0.9979043627357592,1.0252227330051666,1.5432624113475177,1.0654367837285126,4,False,0.6252381808399827
nnUNetTrainerENet_5_6_separable_dense_dilation_all_relu,experiment_all_relu_posthoc,22513.0,606863360.0,141184.0,0.4983333333333334,0.3733333333333333,0.6666666666666666,0.6033333333333334,0.35,0.8820727757668128,0.9158699808795411,1.5645390070921985,0.6670344288901693,4,False,0.6738618337120957
nnUNetTrainerENet_5_6_separable_dense_dilation_prelu_floor025,experiment_prelu_floor025,22513.0,606863360.0,141184.0,0.4729085095164855,0.4115915057451977,0.749703628533763,0.3811885899569092,0.3491503138300723,0.8820727757668128,0.9158699808795411,1.5645390070921985,0.6330025235370502,4,False,0.6823698100503754
nnUNetTrainerENet_5_6_separable_dense_dilation_leaky_global,experiment_leaky_from_prelu_global,21445.0,591527936.0,141184.0,0.4132056714469481,0.0528226857877924,0.6666666666666666,0.6033333333333334,0.33,0.8597828157744333,0.8724217891867703,1.5645390070921985,0.5530884462898874,4,False,0.6859137914408786
nnUNetTrainerENet_5_6_separable_dense_dilation_leaky_perblock,experiment_leaky_from_prelu_perblock,21445.0,591527936.0,141184.0,0.3825098395666636,0.0740139832949895,0.6666666666666666,0.6033333333333334,0.1860253749716649,0.8597828157744333,0.8724217891867703,1.5645390070921985,0.5120011352111432,4,False,0.6961856192105647
nnUNetTrainerENet_10_2_reginterleaved_separable_projected_relu,10_reginterleaved_separable_projected,28549.0,739377152.0,147328.0,0.7899881323120013,0.672551550760862,0.9014583952629756,0.806061587664616,0.7798809955595515,1.0746808915983996,1.1614254912330662,1.6326241134751773,1.0574233096991583,4,False,0.7028267966518712
nnUNetTrainerENet_18_reginterleaved_separable_nonneg_block,18_reginterleaved_separable_nonneg_block,28578.0,739377152.0,147328.0,0.7859663472338891,0.6987337771135764,0.8806062959821571,0.7863124322844994,0.7782128835553237,1.0746808915983996,1.1626052642284692,1.6326241134751773,1.0520400271987618,4,False,0.7044675605258212
nnUNetTrainerENet_10_1_reginterleaved_separable_projected,10_reginterleaved_separable_projected,29905.0,757071872.0,147328.0,0.7810971213224118,0.6814466325488528,0.9225963649087132,0.7527231186034087,0.7676223692286729,1.1004000762049915,1.2165900492250112,1.6326241134751773,1.0455224191887293,4,False,0.7260229549291128
nnUNetTrainerENet_19_reginterleaved_separable_nonneg_block_double_mid,19_reginterleaved_separable_nonneg_block_double_mid,30948.0,788660224.0,149376.0,0.793139270492374,0.6988457564237542,0.9097068934005224,0.8002154838147657,0.7637889483304537,1.1463135835397218,1.2590211952320898,1.6553191489361703,1.0616412046620323,4,False,0.7497531807614874
nnUNetTrainerENet_4_9_shallow_dilation_wide,4_arch_probes,25201.0,686555136.0,181248.0,0.766737878238932,0.6593345798704917,0.8702029830927076,0.7709331291832645,0.7664808208092643,0.9979043627357592,1.0252227330051666,2.008510638297872,1.0263021325476243,4,False,0.7513339003727934
nnUNetTrainerENet_20_reginterleaved_separable_double_mid_relu,20_reginterleaved_separable_double_mid_relu,30917.0,788660224.0,149376.0,0.7642395506692874,0.6717016746697777,0.8875355242525257,0.7443415118915298,0.753379491863316,1.1463135835397218,1.2577600585818316,1.6553191489361703,1.022958044580537,4,False,0.7591086866192968
nnUNetTrainerENetQuant_19_double_mid_ptq_int8,experiment_s19_ptq_int8,31324.0,807141376.0,149376.0,0.6925256914516846,0.4163380987961365,0.8132249574631597,0.7894759937831014,0.751063715764341,1.1731758430177177,1.2743175623449006,1.6553191489361703,0.9269668476707237,4,False,0.7939614266570162
nnUNetTrainerENet_5_5_dscnoprojection_e1shape,5_arch_probe_pairs,25207.0,402120704.0,279936.0,0.78222524809127,0.6869427462493372,0.8587600341619506,0.7955782728666734,0.787619939087119,0.5844803772147076,1.0254668239697327,3.1021276595744682,1.0470324514194607,4,False,0.9162606023348621
nnUNetTrainerENet_4_7_dsc_no_projection,4_arch_probes,30488.0,449576960.0,314880.0,0.778492422392728,0.6787672768248036,0.8769506613987216,0.7718020219142698,0.7864497294331173,0.6534578014859973,1.2403075546153532,3.4893617021276597,1.0420359498984435,4,False,1.0852727770826416
nnUNetTrainerENet_5_2_dense_dilation_shallow_wide_dense,5_arch_probe_pairs,25201.0,686555136.0,329728.0,0.7802772412952452,0.6699698517441272,0.9029825840904342,0.7770980402800464,0.7710584890663733,0.9979043627357592,1.0252227330051666,3.653900709219858,1.0444249846622822,4,False,1.1581507050746254
nnUNetTrainerENet_7_1_reginterleaved_e1shape,7_reginterleaved_shape_variants,30961.0,518414336.0,471680.0,0.8095943651566204,0.7131968031545246,0.9099556100403752,0.8166458505631852,0.7985791968683967,0.7535125738235855,1.2595500589886497,5.226950354609929,1.0836668528326663,4,False,1.5390865336473745
nnUNetTrainerENet_5_1_dscnoprojection_dense_dilation,5_arch_probe_pairs,30488.0,449576960.0,527872.0,0.8105330667548137,0.7039450698155697,0.9232767888306344,0.8230819171629985,0.7918284912100524,0.6534578014859973,1.2403075546153532,5.849645390070922,1.0849233336710258,4,False,1.6646218531253116
nnUNetTrainerENet_6_2_schedule_a,6_dscnoprojdense_variants,30488.0,449576960.0,527872.0,0.8067417126913039,0.7052950643042558,0.9191656392472506,0.8027593524468469,0.7997467947668626,0.6534578014859973,1.2403075546153532,5.849645390070922,1.0798484901409784,4,False,1.6658905640078234
nnUNetTrainerENet_8_4_dscnoproj_context_only_dsc,8_reginterleaved_isolation,36394.0,578289664.0,514048.0,0.8029905575585723,0.7107349240897354,0.9122297755189536,0.796035357533626,0.7929621730919743,0.8405410554391313,1.480574427403279,5.69645390070922,1.0748274541109313,4,False,1.735685482360175
nnUNetTrainerENet_8_3_reg_bookend_dsc,8_reginterleaved_isolation,35240.0,513277952.0,534016.0,0.8083254462024962,0.682682619844127,0.9178925861416808,0.8265195513181163,0.8062070275060604,0.7460468660697276,1.4336275985517268,5.917730496453901,1.0819683659499797,4,False,1.753859148781344
nnUNetTrainerENet_8_1_dscnoproj_context_only,8_reginterleaved_isolation,36945.0,650117120.0,514048.0,0.811723618366382,0.6835567437507768,0.9157579855226088,0.8397104515624805,0.807869292629662,0.9449418936940369,1.502990114315935,5.69645390070922,1.0865169234655812,4,False,1.7644672463134028
nnUNetTrainerENet_16_merge_reg_boundary,16_merge_reg_boundary,35180.0,558497792.0,532992.0,0.8041919348798078,0.7003406832425964,0.9287862612942906,0.7985240776413246,0.7891167173410195,0.811773671175462,1.4311866889060656,5.906382978723404,1.0764355344494303,4,False,1.7682269510888755
nnUNetTrainerENet_8_2_relu,8_reginterleaved_isolation,36364.0,583139328.0,534016.0,0.8218291109668183,0.7137809111615799,0.9225335693646658,0.8358183732793931,0.8151835900616345,0.847590017146123,1.4793539725804483,5.917730496453901,1.1000434348074926,4,False,1.7861577628432448
nnUNetTrainerENet_6_1_reg_interleaved,6_dscnoprojdense_variants,37880.0,599785472.0,534016.0,0.8167481483423314,0.7253420942134522,0.9154215732696942,0.8232539529701992,0.8029749729159802,0.871785101924176,1.5410276229608233,5.917730496453901,1.0932424107223349,4,False,1.8093252026541413
nnUNetTrainerENet_7_2_reginterleaved_extrainitial,7_reginterleaved_shape_variants,37992.0,609222656.0,536064.0,0.8054177959668656,0.7078519126853221,0.9240311248904708,0.8026529090727429,0.7871352372189262,0.885502000381025,1.5455839876327244,5.940425531914894,1.0780763870583352,4,False,1.8233587832175768
nnUNetTrainerENet_15_d16_reg_interleaved,15_d16_reg_interleaved,29580.0,578945024.0,570880.0,0.7190467468019452,0.582223507982606,0.9026115700339076,0.6643530542411672,0.7269988549500999,0.841493617831968,1.2033684553110127,6.326241134751773,0.9624660925050895,4,False,1.852159278847416
nnUNetTrainerENetQuant_8_2_relu_ptq_int4,experiment_s8relu_ptq_int4,36508.0,599785472.0,534016.0,0.2993242386105106,0.1515529874657765,0.5489457360968363,0.1530943216581983,0.3437039092212314,0.871785101924176,1.4852121557300353,5.917730496453901,0.4006546606445753,4,False,1.9685182733658846
nnUNetTrainerENet_1_naive_baseline_U2,1_naive_baseline,93744.0,2527461376.0,178944.0,0.7988240979968959,0.6847175748765484,0.903587440757504,0.8067387449991328,0.8002526313543984,3.673652124214136,3.8136772303811886,1.9829787234042553,1.069250520383406,4,False,2.1002643894040434
nnUNetTrainerENet_21_1_u2,21_reginterleaved_separable_nonneg_block_double_mid_width,117199.0,2879782912.0,297216.0,0.8117293018317366,0.7088940932949092,0.9211534910641032,0.8167428821138103,0.8001267408541239,4.185749666603162,4.767869492697612,3.293617021276596,1.0865245309580231,4,False,2.790177912404837
nnUNetTrainerENet_1_naive_baseline_Baseline,1_naive_baseline,365804.0,9657253888.0,356352.0,0.8057669495950552,0.6607830566243619,0.9200845915541735,0.834268519099097,0.8079316311025885,14.036768908363499,14.881575200358,3.948936170212766,1.0785437398830329,4,False,7.947184134762809
nnUNetTrainerENet_3_transfer_original,3_transfer_original,369692.0,9706012672.0,356352.0,0.8136386749535464,0.6984022279923815,0.9209552335895752,0.8234488924670201,0.8117483457652085,14.10763955039055,15.039746145396851,3.948936170212766,1.089080285359049,4,False,8.00181039516028
