case_id,dice_f1,precision,recall_sensitivity,boundary_f1
test_59,0.8167131344762568,0.898034604400388,0.7488968270639847,0.7525834171446717
test_5,0.7871939736341025,0.7272844438706956,0.8578595317712712,0.7659104188208208
test_60,0.899958879162956,0.9110371075155672,0.88914683691133,0.8809435465031676
test_61,0.8036369994747301,0.8282573436640327,0.7804381049400909,0.8403298050574598
test_62,0.6284588366312737,0.8685768411071885,0.49234899328826015,0.5502971245929517
test_63,0.8146238265233275,0.8621606493130952,0.7720551378436441,0.8606800476261487
test_64,0.7803822036422958,0.7017049268348748,0.878930553218633,0.80517065052403
test_65,0.8536420483349444,0.8985146313253592,0.8130382293756031,0.8397586917751576
test_66,0.7551315901535174,0.7626010665736064,0.7478070175425982,0.7776892206787264
test_67,0.6589595375713887,0.8548057259684567,0.536126549806464,0.6723348546499137
test_68,0.8607360338887604,0.8292309654370243,0.894729599558422,0.9206608060677554
test_69,0.7524124256434205,0.8902095714704716,0.6515567765552849,0.7306974024984347
test_6,0.5599475647874559,0.49856347638669546,0.6385694572209768,0.580139891375277
test_70,0.8474208929336287,0.9444444444421632,0.7684748427657853,0.9073060442830521
test_71,0.8793807178037443,0.9254925196253511,0.8376457970226068,0.8507607260221762
test_72,0.36334012219909934,0.3677844969753497,0.35900187818524554,0.3701241935308663
test_73,0.49319277427531216,0.9419263456071593,0.3340509508429608,0.47518119095379113
test_74,0.5813148788920399,0.47624633430991936,0.7458665033657506,0.5432597047579908
test_75,0.5792904466763308,0.6019988895051616,0.5582329317263327,0.537339083770796
test_76,0.7802154750237216,0.7258975760876145,0.8433199237754747,0.7551796460523975
test_77,0.6112094395277231,0.7752556747308864,0.5044635611098,0.5771555117035326
test_78,0.8273180982396494,0.9311731315031561,0.7443047547020093,0.8256728505830236
test_79,0.753943217665205,0.6318140382856592,0.934600862997661,0.6871405637140392
test_7,0.693792924711226,0.7090451595805733,0.6791830521366495,0.6757142113806137
test_80,0.7404522989362785,0.8117338003493741,0.680679210646461,0.7043852944832686
test_81,0.7330807645938238,0.8444753025176662,0.6476494751245282,0.7560864923452056
test_82,0.5342695581926712,0.43693464782961994,0.687400063957967,0.5238782181915014
test_83,0.6335785454881118,0.7426326129657905,0.5524520948355371,0.643316741513154
test_84,0.6966361327067225,0.7425336396443345,0.6560823546459967,0.6921664487004289
test_85,0.7613338328955026,0.8132879727820427,0.7156189469964508,0.8099534395429493
test_86,0.7649353315537031,0.7228635173142662,0.8122070844677796,0.7134871549634524
test_87,0.5392293871026759,0.43776337115001984,0.7019230769212528,0.594620495802117
test_88,0.2948428189846981,0.5751503005988973,0.19823179997209803,0.2678434946315464
test_89,0.6005382545170315,0.8872983412840553,0.4538586703853395,0.6026890681123083
test_8,0.7522532424704592,0.831692793777091,0.686665997792027,0.7632338688656487
test_90,0.7971726110177536,0.9153655514238968,0.7060116601350415,0.8716721257644622
test_91,0.771568095495875,0.9203032544361681,0.6642199386084823,0.7554803247929373
test_92,0.7658485738645258,0.887351778654178,0.6736122687103291,0.8044714772932767
test_93,0.8289491997210654,0.8986119493046189,0.7693102557468751,0.8243524170501163
test_94,0.5635150166845789,0.74719764011579,0.45232142857062085,0.577453372559068
test_95,0.7658544634504341,0.8781533804227066,0.6790207744068282,0.7259487914930138
test_96,0.8973492261155511,0.8880281690125211,0.9068680330799949,0.9470377035862815
test_97,0.8610947616238515,0.8971332209092486,0.8278398641946133,0.8673992020535365
test_98,0.8748545786929741,0.9040013738607179,0.847528578327407,0.8797403448268485
test_99,0.9195740976354921,0.8992796332666676,0.9408057001905442,0.936805393998201
test_9,0.6994818652845965,0.6624412185640335,0.7409101303444535,0.6592285517418338
