partition,node_name,op_type,node_kind,MH,MW,PE,SIMD,PE_times_SIMD,log2_MW,weightDataType,inputDataType,outputDataType,weight_bits,act_bits,resType,force_dsp,ram_style,mem_mode,NumChannels,numSteps,IFMChannels,IFMDim_h,IFMDim_w,OFMDim_h,OFMDim_w,ConvKernelDim_h,ConvKernelDim_w,Stride_h,Stride_w,Dilation_h,Dilation_w,depthwise,parallel_window,real_LUT,real_LUTRAM,real_SRL,real_FF,real_BRAM36,real_BRAM18,real_URAM,real_DSP
3,Thresholding_rtl_7,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT4,9,8,,,,,32,15,,,,,,,,,,,,,,43,0,7,88,0,0,0,0
3,Thresholding_rtl_8,Thresholding_rtl,Thresholding,,,1,,,,UINT4,UINT4,INT8,4,4,,,,,32,255,,,,,,,,,,,,,,53,0,14,176,0,3,0,0
3,MVAU_rtl_3,MVAU_rtl,MVAU,8,32,4,8,32,5.0,INT4,UINT4,INT11,4,4,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,494,20,0,773,2,0,0,8
3,Thresholding_rtl_9,Thresholding_rtl,Thresholding,,,1,,,,INT11,INT11,UINT4,11,11,,,,,8,15,,,,,,,,,,,,,,62,0,5,172,0,0,0,0
3,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT4,UINT4,,4,,,distributed,,,,8,24,24,8,8,3,3,1,1,8,8,0,0,741,408,0,149,0,0,0,0
3,MVAU_rtl_4,MVAU_rtl,MVAU,8,72,8,8,64,6.17,INT6,UINT4,INT14,6,4,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,806,0,0,678,5,1,0,32
3,Thresholding_rtl_10,Thresholding_rtl,Thresholding,,,1,,,,INT14,INT14,UINT6,14,14,,,,,8,63,,,,,,,,,,,,,,88,0,7,299,0,2,0,0
3,MVAU_rtl_5,MVAU_rtl,MVAU,32,8,4,8,32,3.0,INT6,UINT6,INT14,6,6,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,452,28,0,404,3,0,0,16
3,Thresholding_rtl_11,Thresholding_rtl,Thresholding,,,4,,,,INT16,INT14,INT8,16,14,,,,,32,255,,,,,,,,,,,,,,400,0,33,1644,0,20,0,0
3,Thresholding_rtl_12,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,32,255,,,,,,,,,,,,,,71,0,9,313,2,4,0,0
3,Thresholding_rtl_13,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,32,63,,,,,,,,,,,,,,68,0,14,154,0,0,0,0
3,Thresholding_rtl_14,Thresholding_rtl,Thresholding,,,1,,,,UINT6,UINT6,INT8,6,6,,,,,32,255,,,,,,,,,,,,,,64,0,16,203,1,2,0,0
3,MVAU_rtl_6,MVAU_rtl,MVAU,8,32,2,16,32,5.0,INT4,UINT6,INT13,4,6,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,468,56,0,329,2,0,0,16
3,Thresholding_rtl_15,Thresholding_rtl,Thresholding,,,1,,,,INT13,INT13,UINT4,13,13,,,,,8,15,,,,,,,,,,,,,,93,0,5,197,0,0,0,0
3,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT4,UINT4,,4,,,distributed,,,,8,40,40,8,8,3,3,1,1,16,16,0,0,1874,1320,0,149,0,0,0,0
3,MVAU_rtl_7,MVAU_rtl,MVAU,8,72,2,24,48,6.17,INT6,UINT4,INT14,6,4,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,733,56,0,392,4,0,0,24
3,Thresholding_rtl_16,Thresholding_rtl,Thresholding,,,1,,,,INT14,INT14,UINT4,14,14,,,,,8,15,,,,,,,,,,,,,,95,0,5,208,0,0,0,0
3,MVAU_rtl_8,MVAU_rtl,MVAU,32,8,16,2,32,3.0,INT6,UINT4,INT12,6,4,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,598,8,0,918,3,0,0,16
3,Thresholding_rtl_17,Thresholding_rtl,Thresholding,,,4,,,,INT13,INT12,INT8,13,12,,,,,32,255,,,,,,,,,,,,,,350,0,33,1466,0,16,0,0
3,Thresholding_rtl_18,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,32,255,,,,,,,,,,,,,,78,0,14,301,2,4,0,0
3,Thresholding_rtl_19,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,32,63,,,,,,,,,,,,,,67,0,14,154,0,1,0,0
3,Thresholding_rtl_20,Thresholding_rtl,Thresholding,,,1,,,,UINT6,UINT6,INT8,6,6,,,,,32,255,,,,,,,,,,,,,,65,0,15,210,1,2,0,0
3,MVAU_rtl_9,MVAU_rtl,MVAU,8,32,2,16,32,5.0,INT6,UINT6,INT15,6,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,575,152,0,536,0,0,0,16
3,Thresholding_rtl_21,Thresholding_rtl,Thresholding,,,1,,,,INT15,INT15,UINT4,15,15,,,,,8,15,,,,,,,,,,,,,,106,0,5,219,0,0,0,0
3,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT4,UINT4,,4,,,distributed,,,,8,12,12,8,8,3,3,1,1,2,2,0,0,248,56,0,93,0,0,0,0
3,MVAU_rtl_10,MVAU_rtl,MVAU,8,72,8,8,64,6.17,INT6,UINT4,INT14,6,4,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,991,185,0,1059,0,0,0,32
3,Thresholding_rtl_22,Thresholding_rtl,Thresholding,,,1,,,,INT14,INT14,UINT4,14,14,,,,,8,15,,,,,,,,,,,,,,73,0,5,208,0,0,0,0
3,MVAU_rtl_11,MVAU_rtl,MVAU,32,8,4,8,32,3.0,INT6,UINT4,INT12,6,4,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,491,116,0,547,0,0,0,16
3,Thresholding_rtl_23,Thresholding_rtl,Thresholding,,,4,,,,INT12,INT12,INT8,12,12,,,,,32,255,,,,,,,,,,,,,,405,0,33,1390,0,16,0,0
4,Thresholding_rtl_0,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,32,255,,,,,,,,,,,,,,71,0,9,313,2,5,0,0
4,Thresholding_rtl_1,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,32,63,,,,,,,,,,,,,,65,0,14,154,0,1,0,0
4,Thresholding_rtl_2,Thresholding_rtl,Thresholding,,,1,,,,UINT6,UINT6,INT8,6,6,,,,,32,255,,,,,,,,,,,,,,57,0,17,196,1,3,0,0
4,MVAU_rtl_0,MVAU_rtl,MVAU,8,32,2,16,32,5.0,INT4,UINT6,INT14,4,6,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,476,56,0,367,2,0,0,16
4,Thresholding_rtl_3,Thresholding_rtl,Thresholding,,,1,,,,INT14,INT14,UINT6,14,14,,,,,8,63,,,,,,,,,,,,,,86,0,7,291,0,2,0,0
4,ConvolutionInputGenerator_rtl_0,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT6,UINT6,,6,,,distributed,,,,8,16,16,8,8,3,3,1,1,4,4,0,0,406,144,0,99,0,0,0,0
4,MVAU_rtl_1,MVAU_rtl,MVAU,8,72,8,8,64,6.17,INT4,UINT6,INT14,4,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,932,125,0,931,0,0,0,32
4,Thresholding_rtl_4,Thresholding_rtl,Thresholding,,,1,,,,INT14,INT14,UINT6,14,14,,,,,8,63,,,,,,,,,,,,,,85,0,7,294,0,2,0,0
4,MVAU_rtl_2,MVAU_rtl,MVAU,32,8,32,1,32,3.0,INT4,UINT6,INT12,4,6,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,715,0,0,1668,2,0,0,16
4,Thresholding_rtl_5,Thresholding_rtl,Thresholding,,,4,,,,INT13,INT12,INT8,13,12,,,,,32,255,,,,,,,,,,,,,,348,0,33,1467,0,16,0,0
4,Thresholding_rtl_6,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,32,255,,,,,,,,,,,,,,71,0,9,312,2,5,0,0
4,Thresholding_rtl_7,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,32,63,,,,,,,,,,,,,,64,0,14,154,0,1,0,0
4,Thresholding_rtl_8,Thresholding_rtl,Thresholding,,,1,,,,UINT6,UINT6,INT8,6,6,,,,,32,255,,,,,,,,,,,,,,64,0,14,214,1,2,0,0
4,MVAU_rtl_3,MVAU_rtl,MVAU,8,32,4,8,32,5.0,INT6,UINT6,INT15,6,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,572,123,0,658,0,0,0,16
4,Thresholding_rtl_9,Thresholding_rtl,Thresholding,,,1,,,,INT15,INT15,UINT6,15,15,,,,,8,63,,,,,,,,,,,,,,97,0,7,308,0,2,0,0
4,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT6,UINT6,,6,,,distributed,,,,8,24,24,8,8,3,3,1,1,8,8,0,0,773,408,0,118,0,0,0,0
4,MVAU_rtl_4,MVAU_rtl,MVAU,8,72,8,8,64,6.17,INT4,UINT6,INT14,4,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,927,122,0,925,0,0,0,32
4,Thresholding_rtl_10,Thresholding_rtl,Thresholding,,,1,,,,INT14,INT14,UINT4,14,14,,,,,8,15,,,,,,,,,,,,,,72,0,5,205,0,0,0,0
4,MVAU_rtl_5,MVAU_rtl,MVAU,32,8,4,8,32,3.0,INT4,UINT4,INT10,4,4,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,515,84,0,767,0,0,0,8
4,Thresholding_rtl_11,Thresholding_rtl,Thresholding,,,4,,,,INT12,INT10,INT8,12,10,,,,,32,255,,,,,,,,,,,,,,300,0,33,1390,0,16,0,0
4,Thresholding_rtl_12,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,32,255,,,,,,,,,,,,,,71,0,9,313,2,4,0,0
4,Thresholding_rtl_13,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,32,63,,,,,,,,,,,,,,64,0,14,154,0,0,0,0
4,Thresholding_rtl_14,Thresholding_rtl,Thresholding,,,1,,,,UINT6,UINT6,INT8,6,6,,,,,32,255,,,,,,,,,,,,,,63,0,14,211,1,2,0,0
4,MVAU_rtl_6,MVAU_rtl,MVAU,8,32,2,16,32,5.0,INT8,UINT6,INT17,8,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,666,182,0,676,0,0,0,16
4,Thresholding_rtl_15,Thresholding_rtl,Thresholding,,,1,,,,INT17,INT17,UINT4,17,17,,,,,8,15,,,,,,,,,,,,,,87,0,5,221,0,1,0,0
4,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT4,UINT4,,4,,,distributed,,,,8,40,40,8,8,3,3,1,1,16,16,0,0,1871,1320,0,149,0,0,0,0
4,MVAU_rtl_7,MVAU_rtl,MVAU,8,72,4,12,48,6.17,INT6,UINT4,INT14,6,4,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,635,28,0,465,4,0,0,24
4,Thresholding_rtl_16,Thresholding_rtl,Thresholding,,,1,,,,INT14,INT14,UINT4,14,14,,,,,8,15,,,,,,,,,,,,,,71,0,5,207,0,0,0,0
4,MVAU_rtl_8,MVAU_rtl,MVAU,32,8,32,1,32,3.0,INT6,UINT4,INT11,6,4,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,629,0,0,1540,3,0,0,16
4,Thresholding_rtl_17,Thresholding_rtl,Thresholding,,,4,,,,INT14,INT11,INT8,14,11,,,,,32,255,,,,,,,,,,,,,,350,0,33,1556,0,16,0,0
4,Thresholding_rtl_18,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,32,255,,,,,,,,,,,,,,71,0,9,312,2,5,0,0
4,Thresholding_rtl_19,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,32,63,,,,,,,,,,,,,,65,0,14,154,0,1,0,0
4,Thresholding_rtl_20,Thresholding_rtl,Thresholding,,,1,,,,UINT6,UINT6,INT8,6,6,,,,,32,255,,,,,,,,,,,,,,62,0,14,210,1,2,0,0
4,MVAU_rtl_9,MVAU_rtl,MVAU,8,32,2,16,32,5.0,INT6,UINT6,INT15,6,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,601,151,0,565,0,0,0,16
4,Thresholding_rtl_21,Thresholding_rtl,Thresholding,,,1,,,,INT15,INT15,UINT6,15,15,,,,,8,63,,,,,,,,,,,,,,96,0,7,308,0,2,0,0
4,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT6,UINT6,,6,,,distributed,,,,8,12,12,8,8,3,3,1,1,2,2,0,0,250,56,0,98,0,0,0,0
4,MVAU_rtl_10,MVAU_rtl,MVAU,8,72,8,8,64,6.17,INT6,UINT6,INT16,6,6,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,896,0,0,1027,5,1,0,32
4,Thresholding_rtl_22,Thresholding_rtl,Thresholding,,,1,,,,INT16,INT16,UINT6,16,16,,,,,8,63,,,,,,,,,,,,,,95,0,7,309,0,3,0,0
4,MVAU_rtl_11,MVAU_rtl,MVAU,32,8,8,4,32,3.0,INT4,UINT6,INT12,4,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,555,80,0,702,0,0,0,16
4,Thresholding_rtl_23,Thresholding_rtl,Thresholding,,,4,,,,INT14,INT12,INT8,14,12,,,,,32,255,,,,,,,,,,,,,,348,0,33,1542,0,16,0,0
4,Thresholding_rtl_24,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,32,255,,,,,,,,,,,,,,71,0,9,312,2,2,0,0
4,Thresholding_rtl_25,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,32,63,,,,,,,,,,,,,,64,0,14,154,0,0,0,0
5,Thresholding_rtl_0,Thresholding_rtl,Thresholding,,,1,,,,UINT6,UINT6,INT8,6,6,,,,,32,255,,,,,,,,,,,,,,64,0,16,203,1,2,0,0
5,MVAU_rtl_0,MVAU_rtl,MVAU,8,32,8,4,32,5.0,INT6,UINT6,INT15,6,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,640,95,0,824,0,0,0,16
5,Thresholding_rtl_1,Thresholding_rtl,Thresholding,,,1,,,,INT15,INT15,UINT6,15,15,,,,,8,63,,,,,,,,,,,,,,98,0,7,311,0,2,0,0
5,ConvolutionInputGenerator_rtl_0,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT6,UINT6,,6,,,distributed,,,,8,16,16,8,8,3,3,1,1,4,4,0,0,404,144,0,96,0,0,0,0
5,MVAU_rtl_1,MVAU_rtl,MVAU,8,72,8,8,64,6.17,INT4,UINT6,INT14,4,6,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,807,0,0,678,4,0,0,32
5,Thresholding_rtl_2,Thresholding_rtl,Thresholding,,,1,,,,INT14,INT14,UINT8,14,14,,,,,8,255,,,,,,,,,,,,,,102,0,9,414,0,4,0,0
5,MVAU_rtl_2,MVAU_rtl,MVAU,32,8,4,8,32,3.0,INT6,UINT8,INT16,6,8,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,606,135,0,666,0,0,0,16
5,Thresholding_rtl_3,Thresholding_rtl,Thresholding,,,4,,,,INT17,INT16,INT8,17,16,,,,,32,255,,,,,,,,,,,,,,440,0,33,1702,0,20,0,0
5,Thresholding_rtl_4,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,32,255,,,,,,,,,,,,,,70,0,9,312,2,5,0,0
5,Thresholding_rtl_5,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,32,63,,,,,,,,,,,,,,65,0,14,154,0,1,0,0
5,Thresholding_rtl_6,Thresholding_rtl,Thresholding,,,1,,,,UINT6,UINT6,INT8,6,6,,,,,32,255,,,,,,,,,,,,,,63,0,14,211,0,0,0,0
5,MVAU_rtl_3,MVAU_rtl,MVAU,8,32,2,16,32,5.0,INT6,UINT6,INT15,6,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,583,150,0,563,0,0,0,16
5,Thresholding_rtl_7,Thresholding_rtl,Thresholding,,,1,,,,INT15,INT15,UINT4,15,15,,,,,8,15,,,,,,,,,,,,,,78,0,5,216,0,0,0,0
5,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT4,UINT4,,4,,,distributed,,,,8,24,24,8,8,3,3,1,1,8,8,0,0,739,408,0,149,0,0,0,0
5,MVAU_rtl_4,MVAU_rtl,MVAU,8,72,8,8,64,6.17,INT4,UINT4,INT12,4,4,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,963,122,0,964,0,0,0,16
5,Thresholding_rtl_8,Thresholding_rtl,Thresholding,,,1,,,,INT12,INT12,UINT4,12,12,,,,,8,15,,,,,,,,,,,,,,61,0,5,185,0,0,0,0
5,MVAU_rtl_5,MVAU_rtl,MVAU,32,8,16,2,32,3.0,INT4,UINT4,INT10,4,4,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,612,8,0,846,2,0,0,8
5,Thresholding_rtl_9,Thresholding_rtl,Thresholding,,,4,,,,INT13,INT10,INT8,13,10,,,,,32,255,,,,,,,,,,,,,,338,0,33,1466,0,16,0,0
5,Thresholding_rtl_10,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,32,255,,,,,,,,,,,,,,71,0,9,312,2,5,0,0
5,Thresholding_rtl_11,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,32,63,,,,,,,,,,,,,,64,0,14,154,0,1,0,0
5,Thresholding_rtl_12,Thresholding_rtl,Thresholding,,,1,,,,UINT6,UINT6,INT8,6,6,,,,,32,255,,,,,,,,,,,,,,63,0,14,211,1,2,0,0
5,MVAU_rtl_6,MVAU_rtl,MVAU,8,32,8,4,32,5.0,INT4,UINT6,INT13,4,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,552,64,0,698,0,0,0,16
5,Thresholding_rtl_13,Thresholding_rtl,Thresholding,,,1,,,,INT13,INT13,UINT4,13,13,,,,,8,15,,,,,,,,,,,,,,73,0,5,201,0,0,0,0
5,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT4,UINT4,,4,,,distributed,,,,8,40,40,8,8,3,3,1,1,16,16,0,0,1869,1320,0,149,0,0,0,0
5,MVAU_rtl_7,MVAU_rtl,MVAU,8,72,8,9,72,6.17,INT6,UINT4,INT14,6,4,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,1075,214,0,1395,0,0,0,36
5,Thresholding_rtl_14,Thresholding_rtl,Thresholding,,,1,,,,INT14,INT14,UINT4,14,14,,,,,8,15,,,,,,,,,,,,,,71,0,5,208,0,0,0,0
5,MVAU_rtl_8,MVAU_rtl,MVAU,32,8,4,8,32,3.0,INT6,UINT4,INT11,6,4,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,471,116,0,531,0,0,0,16
5,Thresholding_rtl_15,Thresholding_rtl,Thresholding,,,4,,,,INT14,INT11,INT8,14,11,,,,,32,255,,,,,,,,,,,,,,338,0,33,1542,0,16,0,0
5,Thresholding_rtl_16,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,32,255,,,,,,,,,,,,,,70,0,9,313,2,4,0,0
5,Thresholding_rtl_17,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,32,63,,,,,,,,,,,,,,64,0,14,154,0,0,0,0
5,MVAU_rtl_9,MVAU_rtl,MVAU,16,32,8,8,64,5.0,INT4,UINT6,INT13,4,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,943,155,0,965,0,0,0,32
5,MVAU_rtl_10,MVAU_rtl,MVAU,8,32,8,8,64,5.0,INT4,UINT6,INT13,4,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,890,114,0,872,0,0,0,32
5,Thresholding_rtl_18,Thresholding_rtl,Thresholding,,,2,,,,INT13,INT13,INT6,13,13,,,,,16,63,,,,,,,,,,,,,,158,0,13,553,0,4,0,0
5,Thresholding_rtl_19,Thresholding_rtl,Thresholding,,,1,,,,INT13,INT13,UINT6,13,13,,,,,8,63,,,,,,,,,,,,,,88,0,7,281,0,2,0,0
5,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT6,UINT6,,6,,,distributed,,,,8,17,17,16,16,2,2,1,1,1,1,0,0,215,24,0,91,0,0,0,0
5,ConvolutionInputGenerator_rtl_4,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,INT6,INT6,,6,,,distributed,,,,16,19,19,16,16,4,4,1,1,1,1,0,0,373,128,0,104,0,0,0,0
5,MVAU_rtl_11,MVAU_rtl,MVAU,8,32,2,32,64,5.0,INT4,UINT6,INT14,4,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,1055,222,0,750,0,0,0,32
5,MVAU_rtl_12,MVAU_rtl,MVAU,16,256,4,8,32,8.0,UINT7,INT6,INT16,7,6,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,526,28,0,491,3,1,0,16
5,Thresholding_rtl_20,Thresholding_rtl,Thresholding,,,2,,,,INT14,INT14,UINT6,14,14,,,,,8,63,,,,,,,,,,,,,,183,0,13,561,0,2,0,0
5,Thresholding_rtl_21,Thresholding_rtl,Thresholding,,,1,,,,INT16,INT16,INT8,16,16,,,,,16,255,,,,,,,,,,,,,,94,0,9,396,1,5,0,0
5,MVAU_rtl_13,MVAU_rtl,MVAU,16,8,8,8,64,3.0,INT6,UINT6,INT14,6,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,957,126,0,954,0,0,0,32
5,Thresholding_rtl_22,Thresholding_rtl,Thresholding,,,8,,,,INT14,INT14,INT8,14,14,,,,,16,255,,,,,,,,,,,,,,775,0,65,3017,0,16,0,0
6,Thresholding_rtl_0,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,16,255,,,,,,,,,,,,,,76,0,13,290,1,4,0,0
6,Thresholding_rtl_1,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,16,63,,,,,,,,,,,,,,57,0,11,130,0,0,0,0
6,Thresholding_rtl_2,Thresholding_rtl,Thresholding,,,1,,,,UINT6,UINT6,INT8,6,6,,,,,16,255,,,,,,,,,,,,,,69,0,14,205,0,2,0,0
6,MVAU_rtl_0,MVAU_rtl,MVAU,4,16,2,16,32,4.0,INT6,UINT6,INT14,6,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,503,108,0,426,0,0,0,16
6,Thresholding_rtl_3,Thresholding_rtl,Thresholding,,,2,,,,INT14,INT14,UINT6,14,14,,,,,4,63,,,,,,,,,,,,,,174,0,13,582,0,0,0,0
6,ConvolutionInputGenerator_rtl_0,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT6,UINT6,,6,,,distributed,,,,4,18,18,16,16,3,3,1,1,1,1,0,0,208,24,0,90,0,0,0,0
6,MVAU_rtl_1,MVAU_rtl,MVAU,4,36,4,12,48,5.17,INT6,UINT6,INT15,6,6,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,616,0,0,410,4,0,0,24
6,Thresholding_rtl_4,Thresholding_rtl,Thresholding,,,2,,,,INT15,INT15,UINT6,15,15,,,,,4,63,,,,,,,,,,,,,,193,0,13,610,0,0,0,0
6,MVAU_rtl_2,MVAU_rtl,MVAU,16,4,16,2,32,2.0,INT6,UINT6,INT13,6,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,674,54,0,1060,0,0,0,16
6,Thresholding_rtl_5,Thresholding_rtl,Thresholding,,,8,,,,INT16,INT13,INT8,16,13,,,,,16,255,,,,,,,,,,,,,,840,0,65,3225,0,24,0,0
6,Thresholding_rtl_6,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,16,255,,,,,,,,,,,,,,76,0,13,290,1,4,0,0
6,Thresholding_rtl_7,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT6,9,8,,,,,16,63,,,,,,,,,,,,,,57,0,11,130,0,0,0,0
6,Thresholding_rtl_8,Thresholding_rtl,Thresholding,,,1,,,,UINT6,UINT6,INT8,6,6,,,,,16,255,,,,,,,,,,,,,,68,0,13,207,0,2,0,0
6,MVAU_rtl_3,MVAU_rtl,MVAU,4,16,4,8,32,4.0,INT6,UINT6,INT14,6,6,dsp,True,block,internal_decoupled,,,,,,,,,,,,,,,,412,0,0,342,3,0,0,16
6,Thresholding_rtl_9,Thresholding_rtl,Thresholding,,,2,,,,INT14,INT14,UINT6,14,14,,,,,4,63,,,,,,,,,,,,,,171,0,13,572,0,0,0,0
6,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,UINT6,UINT6,,6,,,distributed,,,,4,18,18,16,16,3,3,1,1,1,1,0,0,214,24,0,100,0,0,0,0
6,MVAU_rtl_4,MVAU_rtl,MVAU,4,36,4,12,48,5.17,INT6,UINT6,INT15,6,6,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,768,124,0,643,0,0,0,24
6,Thresholding_rtl_10,Thresholding_rtl,Thresholding,,,2,,,,INT15,INT15,UINT4,15,15,,,,,4,15,,,,,,,,,,,,,,155,0,9,378,0,0,0,0
6,MVAU_rtl_5,MVAU_rtl,MVAU,16,4,8,4,32,2.0,INT6,UINT4,INT11,6,4,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,492,52,0,573,0,0,0,16
6,Thresholding_rtl_11,Thresholding_rtl,Thresholding,,,8,,,,INT16,INT11,INT8,16,11,,,,,16,255,,,,,,,,,,,,,,820,0,65,3233,0,24,0,0
6,Thresholding_rtl_12,Thresholding_rtl,Thresholding,,,1,,,,INT10,INT9,INT8,10,9,,,,,16,255,,,,,,,,,,,,,,76,0,13,304,1,4,0,0
6,Thresholding_rtl_13,Thresholding_rtl,Thresholding,,,1,,,,INT9,INT8,UINT4,9,8,,,,,16,15,,,,,,,,,,,,,,43,0,7,88,0,0,0,0
6,MVAU_rtl_6,MVAU_rtl,MVAU,4,16,2,16,32,4.0,INT8,UINT4,INT14,8,4,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,502,102,0,419,0,0,0,16
6,MVAU_rtl_7,MVAU_rtl,MVAU,4,16,4,16,64,4.0,INT6,UINT4,INT12,6,4,dsp,True,auto,internal_decoupled,,,,,,,,,,,,,,,,656,0,0,367,0,0,0,32
6,Thresholding_rtl_14,Thresholding_rtl,Thresholding,,,2,,,,INT14,INT14,INT6,14,14,,,,,4,63,,,,,,,,,,,,,,178,0,13,585,0,0,0,0
6,Thresholding_rtl_15,Thresholding_rtl,Thresholding,,,1,,,,INT12,INT12,UINT6,12,12,,,,,4,63,,,,,,,,,,,,,,79,0,7,261,0,1,0,0
6,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,SWU,,,,1,,,,INT6,INT6,,6,,,distributed,,,,4,35,35,32,32,4,4,1,1,1,1,0,0,271,56,0,106,0,0,0,0
