source,partition,node_name,op_type,MH,MW,Channels,Kernel,IFMChannels,IFMDim,OFMDim,ConvKernelDim,Stride,Dilation,depthwise,parallel_window,NumChannels,numSteps,ActVal,PE,SIMD,PE_folding_json,SIMD_folding_json,pe_simd_landed_matches_json,weightDataType,inputDataType,outputDataType,accDataType,weight_bits,act_bits,resType,force_dsp,ram_style,mem_mode,runtime_writeable_weights,PE_times_SIMD,log2_MW,real_LUT,real_LUTRAM,real_SRL,real_FF,real_BRAM36,real_BRAM18,real_URAM,real_DSP
separable_alpha025_partition3,3,Thresholding_rtl_3,Thresholding_rtl,,,,,,,,,,,,,32,255,-128,1,,,,,INT10,INT9,INT8,,10,9,,,,,0,,,71,0,9,312,2,5,0,0
separable_alpha025_partition3,3,Thresholding_rtl_4,Thresholding_rtl,,,,,,,,,,,,,32,63,0,1,,,,,INT9,INT8,UINT6,,9,8,,,,,0,,,64,0,14,154,0,0,0,0
separable_alpha025_partition3,3,Thresholding_rtl_5,Thresholding_rtl,,,,,,,,,,,,,32,255,-128,1,,,,,UINT6,UINT6,INT8,,6,6,,,,,0,,,61,0,16,213,1,3,0,0
separable_alpha025_partition3,3,MVAU_hls_4,MVAU_hls,8,32,,,,,,,,,,,,,,4,4,4,4,True,INT6,UINT6,UINT6,INT15,6,6,dsp,True,auto,internal_decoupled,0,16,5.0,2850,48,0,880,0,0,0,16
separable_alpha025_partition3,3,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,,,,,8,24x8,8x8,3x1,1x1,8x8,0,0,,,,,1,,,,,UINT6,UINT6,,,6,,,distributed,,,,,374,136,0,92,0,0,0,0
separable_alpha025_partition3,3,MVAU_hls_5,MVAU_hls,8,24,,,,,,,,,,,,,,4,3,4,3,True,INT6,UINT6,UINT6,INT15,6,6,dsp,True,block,internal_decoupled,0,12,4.58,2743,0,0,609,1,0,0,12
separable_alpha025_partition3,3,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,,,,,8,8x24,8x8,1x3,1x1,8x8,0,0,,,,,1,,,,,UINT6,UINT6,,,6,,,distributed,,,,,204,24,0,86,0,0,0,0
separable_alpha025_partition3,3,MVAU_hls_6,MVAU_hls,8,24,,,,,,,,,,,,,,2,8,2,8,True,INT6,UINT6,UINT4,INT15,6,6,dsp,True,auto,internal_decoupled,0,16,4.58,718,48,0,809,0,0,0,20
separable_alpha025_partition3,3,MVAU_hls_7,MVAU_hls,32,8,,,,,,,,,,,,,,16,1,16,1,True,INT6,UINT4,INT8,INT12,6,4,dsp,True,auto,internal_decoupled,0,16,3.0,29858,48,0,1348,0,0,0,16
separable_alpha025_partition3,3,Thresholding_rtl_6,Thresholding_rtl,,,,,,,,,,,,,32,255,-128,1,,,,,INT10,INT9,INT8,,10,9,,,,,0,,,78,0,14,300,2,3,0,0
