stem,view,dice_f1,precision,recall_sensitivity,accuracy
test_134,5x5 only,0.6660903173308248,0.6432570474406804,0.690604239164093,0.9749526977538691
test_134,OR (6x6 | 5x5),0.6278190905763632,0.5107100356997814,0.8146156279649746,0.9650611877441038
test_134,confidence blend,0.6638352285698206,0.5854680199769732,0.7664241273850401,0.9719200134276973
test_135,6x6 only,0.5787407095774935,0.6750081779511368,0.5065046637205369,0.9770812988280877
test_135,5x5 only,0.5475989890476907,0.5371900826439938,0.558419243985569,0.9713211059569942
test_135,OR (6x6 | 5x5),0.6183627713673,0.5576486833015507,0.6939126165921773,0.9733772277831659
test_135,confidence blend,0.6349476758331498,0.6295849420841824,0.6404025527729008,0.9771118164062127
test_136,6x6 only,0.664719382432252,0.6004523181296639,0.7443925233633265,0.9816093444823843
test_136,5x5 only,0.6325287946587685,0.5978366384681766,0.6714953271017579,0.980892181396447
test_136,OR (6x6 | 5x5),0.6212781631772231,0.5127165872930258,0.7881619937682427,0.9764671325683221
test_136,confidence blend,0.6720813616776099,0.6148081147427125,0.7411214953259484,0.9822883605956656
test_137,6x6 only,0.5578271028035573,0.4778451103572147,0.6699664821882687,0.9480209350585576
test_137,5x5 only,0.6073658365483664,0.5521331547729403,0.6748772312723712,0.9572982788085572
test_137,OR (6x6 | 5x5),0.6012339070905708,0.4707517204868225,0.8317873567691699,0.946002960205042
test_137,confidence blend,0.6099115895830247,0.4964993880046529,0.7904747057441808,0.9505157470702762
test_138,6x6 only,0.5959566016478354,0.4820640705922865,0.780313615896941,0.9740028381347284
test_138,5x5 only,0.5467709238340303,0.43606799704320387,0.7328054649887706,0.9701499938964473
test_138,OR (6x6 | 5x5),0.5122406937189133,0.370426829268036,0.8299953423368577,0.9611625671386351
test_138,confidence blend,0.5821697099889297,0.4577702702698633,0.799410029497284,0.9718055725097285
test_139,6x6 only,0.6125303433125577,0.46931184128910697,0.8815504907654608,0.9744262695312128
test_139,5x5 only,0.6525977886097654,0.5077236148362707,0.9131592081169304,0.9777069091796502
test_139,OR (6x6 | 5x5),0.5391238167718503,0.3774980015984695,0.9427715854251493,0.9630393981933226
test_139,confidence blend,0.6312036344812058,0.48233432940720483,0.9129928464466595,0.9755363464355096
test_14,6x6 only,0.6173756347946172,0.64709249084175,0.5902683512576065,0.9732704162597284
test_14,5x5 only,0.6694635271903773,0.672461019805444,0.6664926386126485,0.9759559631347283
test_14,OR (6x6 | 5x5),0.6790482245024616,0.6008035355559656,0.7807246528132183,0.9730377197265253
test_14,confidence blend,0.6925808997628785,0.6563814866754031,0.7330061605923222,0.9762268066405877
test_140,6x6 only,0.4771907489916431,0.42952635599612393,0.5367541766096975,0.9812011718749625
test_140,5x5 only,0.4548636894022967,0.40939469161655645,0.5116945107386356,0.9803962707519157
test_140,OR (6x6 | 5x5),0.4627654963151601,0.3633764465617926,0.6369928400939452,0.9763603210448846
test_140,confidence blend,0.5052183605223374,0.4389857369247421,0.5949880668243557,0.9813728332519156
test_141,6x6 only,0.6439765407169291,0.5308289744804796,0.8184261974574555,0.9717483520507442
test_141,5x5 only,0.5791867677461157,0.4641042633086929,0.7701612903216396,0.9650611877441038
test_141,OR (6x6 | 5x5),0.5626294602725749,0.413606849393545,0.8795210166167161,0.9573097229003541
test_141,confidence blend,0.6196716911926378,0.48874620757744386,0.8464076246323968,0.9675636291503537
test_142,6x6 only,0.33393017009826453,0.37758496023083504,0.29932362719213645,0.9602661132812134
test_142,5x5 only,0.25361587621913645,0.3069032888305,0.2160953800295585,0.9576759338378541
test_142,OR (6x6 | 5x5),0.3473619149292873,0.3406435970902131,0.3543505674649153,0.9556922912597291
test_142,confidence blend,0.32827262657175454,0.3802838164245467,0.2887767969731872,0.9606742858886352
test_143,6x6 only,0.7114363610271518,0.6362119851144384,0.8068348250603686,0.9693145751952755
test_143,5x5 only,0.6539798855944016,0.6049664522372519,0.7116354759961663,0.9646949768066038
test_143,OR (6x6 | 5x5),0.686362184605338,0.564931650893499,0.8742880390554317,0.9625396728515258
test_143,confidence blend,0.7263887452154317,0.6303033929743102,0.8570382424728583,0.9697303771972285
test_144,6x6 only,0.7261044176703182,0.7193872475870691,0.7329482112083379,0.9791870117187126
test_144,5x5 only,0.6368159203977193,0.5793057631617843,0.7070031417850339,0.9696464538573848
test_144,OR (6x6 | 5x5),0.6751689121654039,0.5575069325230704,0.8557818992592927,0.9690055847167599
test_144,confidence blend,0.7487583169333948,0.6962962962956895,0.809769940203902,0.9795455932616813
test_145,6x6 only,0.5293423768797162,0.5199382060437192,0.5390930023019931,0.9634704589843383
