case_id,dice_original,dice_thr0.08_cap5000,precision_added_thr0.08_cap5000,dice_thr0.05_cap20000,precision_added_thr0.05_cap20000
test_145,0.6664440734553145,0.666357493043152,0.3277310924369748,0.6704739398709003,0.4517374517374517
test_146,0.06297592097126369,0.06293706293693349,0.0,0.08913125235034011,0.1830065359477124
test_147,0.5756050338816188,0.5859660791483747,0.5681233933161953,0.5907121326297142,0.5681818181818182
test_148,0.7051792828681245,0.7000948184501644,0.22562674094707522,0.6990173346578894,0.25
test_149,0.8389548199037898,0.8384320232288507,0.35135135135135137,0.8133646306743179,0.10357583230579531
test_15,0.565456792897443,0.5852645386963431,0.6465863453815262,0.5902807775371595,0.6011080332409973
test_150,0.9010513634867756,0.8974721391680084,0.20300751879699247,0.8957650310236823,0.195822454308094
test_151,0.7875394653753788,0.7910685805419327,0.9859154929577465,0.7899327186640128,0.48297213622291024
test_152,0.6095451155849294,0.6089094159709408,0.0,0.6094996644540978,0.0
test_153,0.6791958859273687,0.6847836202878689,0.94,0.6892290667643958,0.7046979865771812
test_154,0.9130353000182374,0.9146219328987765,0.9259259259259259,0.9144104803487745,0.5925925925925926
test_155,0.8149128612391977,0.8106495962749612,0.20945945945945946,0.8088528323364582,0.31346578366445915
test_156,0.8826995179427946,0.8822699177491203,0.0,0.8816211487992606,0.17073170731707318
test_157,0.573086652447511,0.5687948105152568,0.15789473684210525,0.5644213163724754,0.13490725126475547
test_158,0.876026815219643,0.8664239708756963,0.01639344262295082,0.8573008849549618,0.042801556420233464
test_159,0.8279307540369304,0.8310413694717084,0.5016077170418006,0.8265661905292843,0.3926056338028169
test_16,0.7020182787502837,0.702759276878494,1.0,0.6966688317707185,0.2454212454212454
test_160,0.6993896236006278,0.6900292031700541,0.05291005291005291,0.6860311155240929,0.06944444444444445
test_161,0.5882887561668474,0.5867068348706541,0.27032136105860116,0.5871673713003064,0.28088235294117647
test_162,0.7632357777040749,0.7632357777040749,,0.7621080282377588,0.0
test_163,0.5596692351058324,0.5720139061332431,0.9655172413793104,0.5840250876218508,0.94
test_164,0.7956245325347834,0.7943420807735023,0.26,0.7893284268621993,0.20114942528735633
test_165,0.8950800726428533,0.896503553966516,0.6036036036036037,0.8950163398689154,0.4444444444444444
test_166,0.6484764221986742,0.6553769944123867,0.9292929292929293,0.6389499121261868,0.23255813953488372
test_167,0.8969993476839866,0.8968411464260722,0.4177215189873418,0.9019379468760225,0.7550200803212851
test_168,0.6169465052708966,0.613306420308506,0.0,0.6088160627735911,0.03608247422680412
test_169,0.8536492166596457,0.8583808437849803,0.8714285714285714,0.8599456685776788,0.6766467065868264
test_17,0.6107594936701958,0.6005100343712158,0.03508771929824561,0.5978632007923803,0.05194805194805195
test_170,0.8112225658037474,0.8119862501862113,0.44715447154471544,0.8098268462329363,0.3686274509803922
test_171,0.8456512862388497,0.8386087132107433,0.10138248847926268,0.8372209933637456,0.14333333333333334
test_172,0.8176042508947571,0.8182132166700332,0.5,0.8169272175452001,0.3691275167785235
test_173,0.7886848635231818,0.7883558592005602,0.32653061224489793,0.7863972400193265,0.22857142857142856
