stem,view,dice_f1,precision,recall_sensitivity,accuracy
test_104,5x5 only,0.7049306938739461,0.5853642071149764,0.8858806702075134,0.972309112548791
test_104,OR (6x6 | 5x5),0.648671747026334,0.4978681534926763,0.9305271761330909,0.962364196777307
test_104,confidence blend,0.7239893289551718,0.605062770116893,0.9011033919075386,0.9743461608886347
test_105,6x6 only,0.549122176087701,0.44990892531852034,0.7044711014170753,0.9473915100097294
test_105,5x5 only,0.5100205463301188,0.4261031067084499,0.6350977267002473,0.944507598876917
test_105,OR (6x6 | 5x5),0.5101132370166576,0.3698195817919643,0.8219109135132774,0.9282112121581677
test_105,confidence blend,0.5634733364792942,0.4508155457106067,0.75119536951535,0.9470710754394169
test_106,6x6 only,0.5958162121776255,0.5732255166213996,0.6202605483177003,0.9504699707030887
test_106,5x5 only,0.6713291327151152,0.6836199946246414,0.6594724220619227,0.9619941711425414
test_106,OR (6x6 | 5x5),0.6294561120084466,0.5383906775364845,0.7575993259441586,0.9475021362304326
test_106,confidence blend,0.6379739423215817,0.5818113852394629,0.70613779246827,0.9528312683105105
test_107,6x6 only,0.33718725148324635,0.2728172639078669,0.44131305043964564,0.9586677551269165
test_107,5x5 only,0.3526383526381257,0.2947821409356699,0.43875100079993795,0.9616241455077758
test_107,OR (6x6 | 5x5),0.3136945629985555,0.2208216315066156,0.5413931144907264,0.9435653686523077
test_107,confidence blend,0.3390694710004409,0.26566188487355574,0.4685348278615396,0.9564857482909791
test_108,6x6 only,0.4450007663615976,0.32173463356950227,0.721384793770546,0.958560943603479
test_108,5x5 only,0.41105280974931824,0.2760443307756317,0.8045386781500671,0.9469070434569951
test_108,OR (6x6 | 5x5),0.3688420747817827,0.23598888374236404,0.8439622328957364,0.9334831237792612
test_108,confidence blend,0.43565330114861395,0.2983347618462726,0.8071890011581793,0.9518394470214481
test_109,6x6 only,0.533709981167357,0.4052334310428217,0.7814697366596147,0.9622192382812133
test_109,5x5 only,0.6141652613824541,0.5184587643536884,0.753205570107882,0.9738159179687128
test_109,OR (6x6 | 5x5),0.5095194162540847,0.3661182426322147,0.8375844478135426,0.9553833007812135
test_109,confidence blend,0.545007736415516,0.4067658447113601,0.8255894112769535,0.9618606567382445
test_11,6x6 only,0.4430262480698809,0.379340736823383,0.5324096981688938,0.9174346923827774
test_11,5x5 only,0.4980834077872733,0.4663500458737836,0.5344507669467253,0.933567047119105
test_11,OR (6x6 | 5x5),0.5052264018319604,0.398818686235762,0.6890771895097173,0.9167594909667619
test_11,confidence blend,0.5023548671450694,0.4237158516376668,0.6168357248882874,0.9246253967284803
test_110,6x6 only,0.5409268081418186,0.4384609983848638,0.7058890019207574,0.9595642089843384
test_110,5x5 only,0.45723221266596664,0.3494890336458797,0.6610150333438893,0.9470367431640263
test_110,OR (6x6 | 5x5),0.4619066351952328,0.3252989795445697,0.7963151350731362,0.9373855590819955
test_110,confidence blend,0.5287104622868902,0.4122557389487053,0.7368599525254471,0.9556655883788697
test_111,6x6 only,0.4387973701703192,0.36949489922820417,0.5400981996716856,0.9710197448730098
test_111,5x5 only,0.36903083430370315,0.2783428888475325,0.5473722494989137,0.9607353210448852
test_111,OR (6x6 | 5x5),0.37517489506277474,0.2586646454900719,0.6826695762853562,0.9523010253905886
test_111,confidence blend,0.4330602927350389,0.3432676955823914,0.5864702673202646,0.9677886962890255
test_112,6x6 only,0.5841308754888576,0.4841735052751198,0.7360979087443724,0.966350555419885
test_112,5x5 only,0.6483116883113821,0.5379731953910667,0.8155893536111981,0.9715919494628535
test_112,OR (6x6 | 5x5),0.5709505218705399,0.4294618242835734,0.8514733840294064,0.9589157104491821
test_112,confidence blend,0.6253156420730795,0.509539842872795,0.8091730038013198,0.9688682556151974
test_113,6x6 only,0.5638565661360418,0.46995487293130395,0.7046533713192015,0.9649696350097288
test_113,5x5 only,0.5960048919687475,0.48187211601810453,0.7809829059819788,0.9659767150878538
test_113,OR (6x6 | 5x5),0.5630191693288487,0.4242296581605535,0.8367758784415517,0.9582595825194946
test_113,confidence blend,0.5984476759743963,0.47934829212485397,0.7962962962953509,0.9656600952148069
test_114,6x6 only,0.5466379081997401,0.42104342757189095,0.7790120793779346,0.9542961120605105
test_114,5x5 only,0.5107991360689306,0.3833477415169746,0.7652070750638856,0.9481582641601201
test_114,OR (6x6 | 5x5),0.4925708308978089,0.3445663869161418,0.8634598792052809,0.9370765686034799
test_114,confidence blend,0.531392050309125,0.3889528193323715,0.8384383088860672,0.9476966857909794
test_115,6x6 only,0.4146088852546118,0.3266059773270984,0.5675272347402365,0.9590339660644165
test_115,5x5 only,0.35887891394769056,0.2833924094404051,0.48918071929489754,0.9553222656249635
test_115,OR (6x6 | 5x5),0.39387583892600925,0.27393663574288235,0.7006416952683172,0.9448776245116827
test_115,confidence blend,0.4156042058208891,0.3150315724624095,0.6105058946416796,0.9561119079589478
test_116,6x6 only,0.2734596935685403,0.1981106612684223,0.4413046745822316,0.9404869079589484
test_116,5x5 only,0.31478181170104647,0.23802556599396424,0.4646024349910347,0.9486656188964482
test_116,OR (6x6 | 5x5),0.25188881470279656,0.16437350944773235,0.5387043439041955,0.9187889099120743
