case_id,gt_vessel_px,dice_f1,precision,recall_sensitivity,accuracy
test_47_p0500,0,0.0,0.0,0.0,0.9854671280263178
test_47_p0501,0,0.0,0.0,0.0,0.9820793433639097
test_47_p0502,0,0.0,0.0,0.0,0.9919723183377274
test_47_p0503,180,0.0,0.0,0.0,0.9728719723169926
test_47_p0504,287,0.25994694959522685,0.5444444443839507,0.17073170731112433,0.9618331053338416
test_47_p0505,0,0.0,0.0,0.0,0.9755017301024561
test_48_b0000,756,0.36579572446382047,0.2853965900646005,0.509259259252523,0.8152249134936813
test_48_b0001,1138,0.7959183673438152,0.7191489361651124,0.8910369068463003,0.9280276816596152
test_48_b0002,1264,0.9187579753257391,0.9935602575805561,0.8544303797400757,0.973564013839483
test_48_b0003,804,0.8511655708257552,0.8193325661585807,0.885572139292468,0.9655363321785945
test_48_b0004,38,0.01757469244257338,0.009416195856696494,0.13157894733379502,0.9226297577841901
test_48_b0100,0,0.0,0.0,0.0,0.9745328719709695
test_48_b0101,0,0.0,0.0,0.0,0.9184775086492478
test_48_b0102,281,0.7434782608534026,0.9553072625164633,0.6085409252452476,0.9836678200678427
test_48_b0103,996,0.5773342836737183,0.9950859950615458,0.40662650602001377,0.9179238754312555
test_48_b0104,375,0.0,0.0,0.0,0.9414532871959288
test_48_b0200,0,0.0,0.0,0.0,0.9748096885799656
test_48_b0201,0,0.0,0.0,0.0,0.9739792387529772
test_48_b0202,0,0.0,0.0,0.0,0.9976470588221485
test_48_b0203,922,0.824484697059185,0.9720176730342854,0.7158351409900668,0.9611072664346559
test_48_b0204,0,0.0,0.0,0.0,0.9997231833896197
test_48_b0300,0,0.0,0.0,0.0,0.9862975778533062
test_48_b0301,0,0.0,0.0,0.0,0.9940484429051986
test_48_b0302,0,0.0,0.0,0.0,0.9738408304484791
test_48_b0303,824,0.8960396039548513,0.9141414141298719,0.878640776688366,0.9767474048429388
test_48_b0304,0,0.0,0.0,0.0,0.9878200692027851
test_48_b0400,0,0.0,0.0,0.0,0.9609688581301579
test_48_b0401,0,0.0,0.0,0.0,0.9857439446353139
test_48_b0402,0,0.0,0.0,0.0,0.9807612456733831
test_48_b0403,258,0.35452322737952907,0.2589285714239477,0.5620155038541854,0.9269204152236306
test_48_b0404,612,0.8270799347403991,0.8257328990093529,0.8284313725354832,0.9706574394450234
test_48_p0000,270,0.07736063708671945,0.05582922824210461,0.125925925921262,0.8877508650506744
test_48_p0001,1588,0.6521739130415879,0.6041890440354233,0.7084382871491912,0.8358413132683504
test_48_p0002,683,0.608299595138622,0.4648105181711925,0.8799414348333829,0.8928719723171034
test_48_p0003,0,0.0,0.0,0.0,0.9393771626284576
test_48_p0004,0,0.0,0.0,0.0,0.9859097127209495
test_48_p0005,0,0.0,0.0,0.0,0.9999999999986159
test_48_p0100,0,0.0,0.0,0.0,0.9641586867291873
test_48_p0101,0,0.0,0.0,0.0,0.9099513250393322
test_48_p0102,467,0.30506155950543734,0.2241206030128229,0.47751605994694823,0.8610123119003269
test_48_p0103,1892,0.8863041581829418,0.9851325145379113,0.8054968287483854,0.9465116279056819
test_48_p0104,801,0.7130703789581356,0.9369918698996547,0.5755305867593566,0.949837750133924
test_48_p0105,91,0.0,0.0,0.0,0.9511627906963732
test_48_p0200,0,0.0,0.0,0.0,0.9914186851197351
test_48_p0201,0,0.0,0.0,0.0,0.999999999998632
test_48_p0202,0,0.0,0.0,0.0,0.9763321799294445
test_48_p0203,978,0.8712643678110847,0.9947506561549245,0.7750511247364514,0.9689965397910464
test_48_p0204,0,0.0,0.0,0.0,0.999999999998632
test_48_p0205,0,0.0,0.0,0.0,0.9999999999986159
test_48_p0300,0,0.0,0.0,0.0,0.9997231833896197
test_48_p0301,0,0.0,0.0,0.0,0.9997264021874149
test_48_p0302,0,0.0,0.0,0.0,0.9999999999986159
