case_id,category,gt_vessel_px,passthrough_dice_f1,passthrough_precision,passthrough_recall_sensitivity,passthrough_accuracy,refinement_dice_f1,refinement_precision,refinement_recall_sensitivity,refinement_accuracy,gap_recovery_rate,n_disagreement_px
test_105_corrupt_009,corrupt,1190,0.8721136767279214,0.9246704331363026,0.825210084026679,0.9687499999989487,0.9176972281410759,0.9316017315936659,0.9042016806646707,0.9790581597211598,0.59375,288
test_105_discont_000,discont,1737,0.14025695931402432,0.9999999999236641,0.07541738629778114,0.8257378472213261,0.4153640017846567,0.9262948206986794,0.2677029360951773,0.8579644097212912,0.21731008717310088,1606
test_105_discont_001,discont,1859,0.057471264367515824,0.9999999998181818,0.0295857988164089,0.8042534722213495,0.21833648393091523,0.8988326847899286,0.12426035502891739,0.8205295138879984,0.10587583148558759,1804
test_105_discont_002,discont,1687,0.06521739130397473,0.9344262293550121,0.03378778897431069,0.8226996527768851,0.4147126436762542,0.9241803278499143,0.26733847065638805,0.861870659721287,0.25397796817625456,1634
test_105_discont_003,discont,1613,0.15819209039458648,0.8917197451661325,0.08679479231192316,0.8383246527768681,0.48232094288085986,0.8971332208954952,0.32982021078530804,0.8760850694434937,0.28187919463087246,1490
test_105_discont_004,discont,1302,0.701273261504891,0.9675675675544924,0.5499231950802618,0.9338107638878755,0.7248780487769518,0.9933155080081107,0.5706605222690426,0.9388020833323146,0.13278688524590163,610
test_105_discont_005,discont,1169,0.6572875633052488,0.9605263157736755,0.49957228399914827,0.9339192708323198,0.7110141766591548,0.9804511278048053,0.5577416595332957,0.9424913194434217,0.18883415435139572,609
test_105_discont_006,discont,2311,0.7578550481760413,0.7344701583405016,0.7827780181705635,0.8745659722212732,0.7439999999984337,0.7244772447694774,0.7646040674999368,0.8680555555546136,0.09083044982698962,1156
test_105_discont_007,discont,2485,0.7683881064147723,0.7476208602940707,0.7903420523107029,0.871527777776832,0.7814807423652336,0.7751385589834714,0.7879275653891834,0.8811848958323771,0.16047297297297297,1184
test_105_discont_008,discont,1882,0.8505079825809855,0.9373000639735298,0.7784272050968203,0.9441189236100866,0.8547569340863265,0.9741672331680886,0.7614240169991423,0.9471571180545277,0.14563106796116504,515
test_105_discont_009,discont,1552,0.9371354504182206,0.9426336375427469,0.9317010309218319,0.9789496527767154,0.9467021985311569,0.9799999999932415,0.9155927834992552,0.9826388888878226,0.36597938144329895,194
